ID,state,muni,county,zoning,zoning_name,likelyres,count_zoning
1135,NJ,Pequannock Township,Morris County,CCRCD,Continuing Care Retirement Community,,1
1136,NJ,Ogdensburg Borough,Sussex County,CCR,Continuing Care Retirement Community,,1
1137,NJ,Mahwah Township,Bergen County,CED/R-40,Controlled Economic Development,,1
1138,NJ,West New York,Hudson County,CWD,Controlled Waterfront Development,,1
1139,NJ,Kearny town,Hudson County,CLH,Convential and Limited Income Housing,,1
1142,NJ,Ocean City,Cape May County,C-2-30-1950,Corinthian R-2 Neighborhood Zone,,1
1143,NJ,Ocean City,Cape May County,C-2-30-2400,Corinthian R-2 Neighborhood Zone,,1
1144,NJ,Ocean City,Cape May County,C-2-30-3000,Corinthian R-2 Neighborhood Zone,,1
1145,NJ,Ocean City,Cape May County,C-2-40-4000,Corinthian R-2 Neighborhood Zone,,1
1147,NJ,Wanaque Borough,Passaic County,RD-2,Corporate Development District,,1
1148,NJ,Oakland Borough,Bergen County,CO-IP,"Corporate Office, Industrial Park",,1
1150,NJ,Parsippany-Troy Hills Township,Morris County,COD,Corporation Office,,1
1155,NJ,Hardyston Township,Sussex County,C-R(VC),CR Village Center,,1
1156,NJ,Plainfield,Union County,R-CA,crescent area historic district,,1
1157,NJ,Lakewood Township,Ocean,CPSC,Cross and Prospect Street Core Overlay,,1
1158,NJ,Union City,Hudson County,JFK,Design Overlay District,,1
1159,NJ,Hanover Township,Morris County,D-S,Designed Shopping Center,,1
1160,NJ,Jersey City,Hudson County,DT,Destination Tourism District ,,1
1177,NJ,Pompton Lakes Borough,Passaic County,DBD-1,Downtown Business 1,,1
1178,NJ,Pompton Lakes Borough,Passaic County,DBD-2,Downtown Business 2,,1
1179,NJ,Cranford,Union County,D-B,downtown business district,,1
1180,NJ,Island Heights township*,Ocean County,Downtown Business District,Downtown Business District,,1
1183,NJ,New Brunswick,Middlesex County,C-4 (lot size >5000),Downtown Commercial/Office District,,1
1184,NJ,New Brunswick,Middlesex County,C-4 (lot size >10000),Downtown Commercial/Office District,,1
1185,NJ,New Brunswick,Middlesex County,C-4 (lot size >15000),Downtown Commercial/Office District,,1
1186,NJ,New Brunswick,Middlesex County,C-4 (lot size >20000),Downtown Commercial/Office District,,1
1187,NJ,Cranford,Union County,D-C,Downtown Core District,,1
1188,NJ,Metuchen borough,Middlesex County,D-1,Downtown Developent District,,1
1190,NJ,Cranford,Union County,D-T,downtown transition district,,1
1191,NJ,Dover Town,Morris County,D3,East Blackwell Business,,1
1192,NJ,Mendham Borough,Morris County,EB,East Business,,1
1193,NJ,North Bergen township,Hudson County,ET,East Side Tonnelle Ave Zone,,1
1199,NJ,Middlesex County,Old Bridge township,EDO1,Economic Development Opportuntiey 1,,1
1200,NJ,Middlesex County,Old Bridge township,EDO3,economic Development Opportuntiey 3,,1
1201,NJ,Linden,Union County,ED-R,economic development redeveopment,,1
1203,NJ,Middlesex County,Piscataway township,E-R,Education and Research,,1
1205,NJ,Township of North Brunswick,Middlesex County,ERR,education recreation research,,1
1209,NJ,Bernards Township,Somerset County,E-3,Employment,,1
1210,NJ,Bernards Township,Somerset County,E-2,Employment,,1
1211,NJ,Bernards Township,Somerset County,E-4,Employment,,1
1213,NJ,Bernards Township,Somerset County,E-5,Employment,,1
1216,NJ,Middlesex County,Old Bridge township,ER,Environmentally Sentsitive/Recreation,,1
1217,NJ,Washington,Gloucester County,EZ,Estate Zoning District,,1
1218,NJ,Byram Township,Sussex County,F-P,Family Theme Recreation Park,,1
1220,NJ,Pinelands,Pinelands,7,Federal or Military Facility,,1
1221,NJ,Deptford township,Gloucester County,FLX,Flex Space District,,1
1222,NJ,Manalapan township,Monmouth,Flood Hazard Area,Flood Hazard Area,,1
1224,NJ,Mount Olive Township,Morris County,FTZ-1,Foreign Trade Zone,,1
1225,NJ,Mount Olive Township,Morris County,FTZ-2,Foreign Trade Zone,,1
1226,NJ,Mount Olive Township,Morris County,FTZ-3,Foreign Trade Zone,,1
1227,NJ,Mount Olive Township,Morris County,FTZ-4,Foreign Trade Zone,,1
1228,NJ,Pinelands,Pinelands,2,Forest Area,,1
1229,NJ,Pinelands,Pinelands,32,Forest Area,,1
1230,NJ,Pinelands,Pinelands,32W,Forest Area Water,,1
1236,NJ,Metuchen borough,Middlesex County,F-1,Franklin Development District,,1
1237,NJ,Manalapan township,Monmouth,Freehold Road-Tennent Road Landmark Corridor,Freehold Road-Tennent Road Landmark Corridor,,1
1251,NJ,Ocean City,Cape May County,G-30-3000,Gardens R-1 Neighborhood Zone,,1
1252,NJ,Ocean City,Cape May County,G-40-3500,Gardens R-1 Neighborhood Zone,,1
1253,NJ,Ocean City,Cape May County,G-45-5000,Gardens R-1 Neighborhood Zone,,1
1254,NJ,Ocean City,Cape May County,G-50-5000,Gardens R-1 Neighborhood Zone,,1
1255,NJ,Ocean City,Cape May County,G-60-6000,Gardens R-1 Neighborhood Zone,,1
1256,NJ,Ocean City,Cape May County,G-75-4500,Gardens R-1 Neighborhood Zone,,1
1257,NJ,Ocean City,Cape May County,G-75-7000,Gardens R-1 Neighborhood Zone,,1
1258,NJ,Pompton Lakes Borough,Passaic County,GWD,Gateway,,1
1259,NJ,Union City,Hudson County,C-G,Gateway Commercial,,1
1261,NJ,Metuchen borough,Middlesex County,G-2,Gateway Development District - Northeast,,1
1262,NJ,Mahwah Township,Bergen County,B-12,General Business,,1
1266,NJ,Rockaway Borough,Morris County,G-B,General Business,,1
1267,NJ,Ringwood Borough,Passaic County,GB-80,General Business,,1
1275,NJ,Ringwood Borough,Passaic County,GB-80W,General Business - Water,,1
1278,NJ,Middlesex County,Sayreville borough,B-2 (PUD),General Business Planned Unit Development,,1
1289,NJ,Bridgewater township,Somerset County,GCM,General Commercial and Manufacturing,,1
1292,NJ,Island Heights township*,Ocean County,General Commercial District,General Commercial District,,1
1293,NJ,Salem,Salem County,C-2 (semidetached),General Commercial Districts,,1
1294,NJ,Salem,Salem County,C-2 (detached),General Commercial Districts,,1
1298,NJ,Camden,Camden County,GI-1,General Industrial,,1
1299,NJ,Camden,Camden County,GI-2,General Industrial,,1
1300,NJ,Mount Olive Township,Morris County,GI,General Industrial,,1
1303,NJ,Township of Warren,Somerset County,G-I,general industrial,,1
1306,NJ,Mahwah Township,Bergen County,GI-80,General Industry,,1
1307,NJ,Rockaway Borough,Morris County,GLI,General Light Industrial,,1
1309,NJ,Salem,Salem County,M-2 (semidetached),General Manufacturing Distrcit,,1
1310,NJ,Salem,Salem County,M-2 (detached),General Manufacturing Distrcit,,1
1311,NJ,Township of North Brunswick,Middlesex County,G-O,general office,,1
1312,NJ,Cherry Hill,Camden County,O2,General Office Zone,,1
1319,NJ,Marlboro township,Monmouth,GH-1,Generational Housing 1 (MDG/Bathgate),,1
1320,NJ,Marlboro township,Monmouth,GH-2,Generational Housing 2 (EL at Marlboro/Marlboro Parke),,1
1321,NJ,Marlboro township,Monmouth,GH-3,Generational Housing 3 (Weitz/Pallu),,1
1322,NJ,Marlboro township,Monmouth,GH-4,Generational Housing 4 (Weitz/Ashbel),,1
1323,NJ,Marlboro township,Monmouth,GH-5,Generational Housing 5 (M&M),,1
1324,NJ,Marlboro township,Monmouth,GH-6,Generational Housing 6 (Buckdale),,1
1325,NJ,Marlboro township,Monmouth,GH-7,Generational Housing 7 (Wildflower/The Place at Marlboro),,1
1326,NJ,Marlboro township,Monmouth,GH-8,Generational Housing 8 Overlay (Marlboro Motor Lodge),,1
1327,NJ,Cherry Hill,Camden County,GTTOD,Golden Triangle Transit-Oriented Development Overlay Zone,,1
1332,NJ,Bridgewater township,Somerset County,GCE,Golf Course Enterprise,,1
1334,NJ,Bernards Township,Somerset County,GH,Golf Heritage,,1
1335,NJ,Randolph Township,Morris County,R-GAH,Government Assisted Housing,,1
1339,NJ,North Bergen township,Hudson County,GL,Granton Ave-Liberty Ave-69th Street Zone,,1
1341,NJ,Dover Town,Morris County,GMRA,Guenther Mill Redevelopment,,1
1342,NJ,Franklin Township,Somerset County,HBD (Interior),Hamilton Street Business District,,1
1343,NJ,Hackettstown Town,Warren County,HF,Health Facilities,,1
1344,NJ,Linden,Union County,H-I,heavy industrial,,1
1346,NJ,Carteret borough,Middlesex County,HI-A,Heavy industrial,,1
1347,NJ,Carteret borough,Middlesex County,HI-B,Heavy industrial,,1
1350,NJ,West New York,Hudson County,C-H,Heavy-Impact Commercial District,,1
1366,NJ,Freehold Township,Monmouth County,High Density (Townhouse),High Density Zone,,1
1367,NJ,Freehold Township,Monmouth County,High Density (Garden Apartment),High Density Zone,,1
1368,NJ,Freehold Township,Monmouth County,HD-2,High Density Zone,,1
1370,NJ,Long Branch city,Monmouth,HTLI,High Technology Light Industrial,,1
1384,NJ,Tewksbury Township,Hunterdon County,HL,Highlands,,1
1385,NJ,Greenwich Township,Warren County,HPA,Highlands Preservation Area,,1
1388,NJ,Rockaway Borough,Morris County,HT/LI,High-Tech/Light Industrial,,1
1389,NJ,Mahwah Township,Bergen County,B-40,Highway Business,,1
1407,NJ,Island Heights township*,Ocean County,Highway Business District,Highway Business District,,1
1409,NJ,Cherry Hill,Camden County,B2,Highway Business Zone,,1
1413,NJ,Jersey City,Hudson County,HC ,Highway Commercial,,1
1425,NJ,Linden,Union County,C-2 (HD),highway commercial,,1
1430,NJ,Franklin Borough,Sussex County,HC-1,Highway Commercial - 1,,1
1431,NJ,Franklin Borough,Sussex County,HC-2,Highway Commercial - 2,,1
1433,NJ,Atlantic City,Atlantic County,HWC,highway commercial district,,1
1438,NJ,Howell,Monmouth County,HD-3 (Duplex),Highway Development,,1
1439,NJ,Howell,Monmouth County,HD-3 (Semidetached),Highway Development,,1
1440,NJ,Howell,Monmouth County,HD-3 (Single-family detached),Highway Development,,1
1442,NJ,Bernardsville Borough,Somerset County,HD,Highway Development,,1
1444,NJ,Lakewood Township,Ocean,B-5A,Highway Development,,1
1445,NJ,Lakewood Township,Ocean,HD-6,Highway Development,,1
1446,NJ,Lakewood Township,Ocean,HD-7,Highway Development,,1
1447,NJ,White Township,Warren County,H-D,Highway Development District,,1
1448,NJ,Bridgewater township,Somerset County,HEC,Highway Enterprise Center Zone,,1
1449,NJ,Bridgewater township,Somerset County,HIC,Highway Interchange Commercial,,1
1450,NJ,Plainfield,Union County,R-HA,hillside avenue historic district,,1
1460,NJ,Township of Warren,Somerset County,HNB,historic neighborhood business district,,1
1461,NJ,West Milford Township,Passaic County,HNCP,Historic New City Preservation,,1
1463,NJ,Union,Union County,HOD,historic overlay district,,1
1464,NJ,Union City,Hudson County,HPOD,Historic Preservation Overlay District ,,1
1465,NJ,Hoboken,Hudson County,W(H),Historic Subdistrict (Waterfront),,1
1468,NJ,Hope Township,Warren County,HMH,Hope Moravian Historic Center,,1
1474,NJ,Newton,Sussex County,SD-1,Hospital District ,,1
1476,NJ,Lakewood Township,Ocean,HS,Hospital Support,,1
1481,NJ,Mount Arlington Borough,Morris County,HMC,Hotel/Motel Conference Center,,1
1486,NJ,Middlesex County,Old Bridge township,IH1,Inclusionary Housing 1,,1
1487,NJ,Middlesex County,Old Bridge township,IH2,Inclusionary Housing 2,,1
1494,NJ,Egg Harbor City,Atlantic County,R-I,Industrial,,1
1505,NJ,Hanover Township,Morris County,I-4,Industrial,,1
1507,NJ,Montville Township,Morris County,I-1A,Industrial,,1
1509,NJ,Montville Township,Morris County,I-1B,Industrial,,1
1510,NJ,Morris Township,Morris County,I-21,Industrial,,1
1518,NJ,Ringwood Borough,Passaic County,I-60,Industrial,,1
1533,NJ,Middlesex County,Piscataway township,M-5,Industrial,,1
1540,NJ,Montville Township,Morris County,I-2A,Industrial - Retail Option,,1
1541,NJ,Hampton Borough,Hunterdon County,IC,Industrial and Commercial,,1
1542,NJ,Hanover Township,Morris County,I-B2,Industrial Business,,1
1543,NJ,Hanover Township,Morris County,I-B3,Industrial Business,,1
1544,NJ,Alexandria Township,Hunterdon County,IC/AH,Industrial Commercial - Affordable Housing Overlay,,1
1551,NJ,Mahwah Township,Bergen County,IP-120,Industrial Park,,1
1553,NJ,Hanover Township,Morris County,I-P,Industrial Park,,1
1554,NJ,Hanover Township,Morris County,I-P2,Industrial Park,,1
1556,NJ,Lakewood Township,Ocean,LP,Industrial Park Limited Professional Service,,1
1557,NJ,Byram Township,Sussex County,IPR,Industrial Professional Recreational,,1
1558,NJ,Riverdale Borough,Morris County,IQ,Industrial Quarry,,1
1559,NJ,Cherry Hill,Camden County,IRB,Industrial Restricted Business Zone,,1
1561,NJ,Cherry Hill,Camden County,IR-RB,Industrial Restricted-Restricted Business Overlay Zone,,1
1563,NJ,Ogdensburg Borough,Sussex County,I/C,Industrial/Commercial,,1
1566,NJ,Union,Union County,IO,industrial/office,,1
1567,NJ,Glen Gardner Borough,Hunterdon County,I/OR,Industrial/Office Research,,1
1568,NJ,Wanaque Borough,Passaic County,IR-1,Industrial/Research,,1
1569,NJ,Newton,Sussex County,SD-4,Industrial-Manufacturing District ,,1
1570,NJ,Dover Town,Morris County,IND/OP,Industrial-Office Park,,1
1576,NJ,West New York,Hudson County,Infill Development,Infill Development,,1
1579,NJ,Newark,Essex County,INST (Townhouse),Institution,,1
1580,NJ,Newark,Essex County,INST (Low-rise multi-family dwellings),Institution,,1
1581,NJ,Newark,Essex County,INST (Mid-rise multi-family dwellings),Institution,,1
1585,NJ,Cherry Hill,Camden County,IN,Institutional Zone,,1
1586,NJ,New Brunswick,Middlesex County,IN-1,Institutional Zones,,1
1589,NJ,Middlesex County,Sayreville borough,RA-JMR,Jernee Mill Road Redevelopment Area,,1
1590,NJ,North Bergen township,Hudson County,K-O,Kennedy Overlay Zone,,1
1591,NJ,Fanwood,Union County,LGAH,Lagrande affordable housing zone,,1
1592,NJ,Mount Olive Township,Morris County,L,Lake,,1
1595,NJ,Freehold Township,Monmouth County,LTW,Lake Topanemus Watershed District,,1
1596,NJ,Millville,Cumberland County,LSC,Lakeshore Conservation District,,1
1598,NJ,Tewksbury Township,Hunterdon County,LT,Lamington,,1
1601,NJ,Linden,Union County,L-R,landfill redevelopment,,1
1604,NJ,Branchburg township,Somerset County,LD/C,LD/C - Low Density Cluster Option,,1
1605,NJ,Branchburg township,Somerset County,LD/C2,LD/C2 - Low Density Cluster Option 2,,1
1620,NJ,Middlesex County,Piscataway township,LI-5,Light Industrial,,1
1622,NJ,Middlesex County,South Brunswick township,LI-4,Light industrial,,1
1626,NJ,South River borough,Middlesex County,MSR,Light Industrial District,,1
1630,NJ,Bayonne city,Hudson County,IL-A,Light Industrial District,,1
1631,NJ,Bayonne city,Hudson County,IL-B,Light Industrial District,,1
1635,NJ,Linden,Union County,"L-1, LI-A",light industrial zones ,,1
1636,NJ,Ogdensburg Borough,Sussex County,LI/C,Light Industrial/ Commercial,,1
1637,NJ,Middlesex County,Sayreville borough,LI-BS,Light Industrial/Business Service Overlay,,1
1638,NJ,Middlesex County,South Brunswick township,LI-4/C,Light industrial/commercial,,1
1639,NJ,Harmony Township,Warren County,LI-O,Light Industrial/Office,,1
1640,NJ,Roxbury Township,Morris County,LI/OR,Light Industrial/Office Research,,1
1641,NJ,Harmony Township,Warren County,LI-O/C,Light Industrial/Office/Commercial,,1
1643,NJ,Middlesex County,South Brunswick township,LI-3,Light industrial/office/research,,1
1648,NJ,Victory Gardens Borough,Morris County,LI-OR,Light Industry and Office Research,,1
1655,NJ,Salem,Salem County,M-1 (semidetached),Light Manufacturing District,,1
1656,NJ,Salem,Salem County,M-1 (detached),Light Manufacturing District,,1
1659,NJ,Chester Borough,Morris County,LBT,Limited Business,,1
1663,NJ,Roxbury Township,Morris County,B-1/A,Limited Business,,1
1669,NJ,Roxbury Township,Morris County,I-10,Limited Industrial,,1
1675,NJ,Parsippany-Troy Hills Township,Morris County,LIW-2,Limited Industrial Wholesale,,1
1676,NJ,Parsippany-Troy Hills Township,Morris County,LIW-5,Limited Industrial Wholesale,,1
1678,NJ,Butler Borough,Morris County,LI/CBD,Limited Industrial/Central Business,,1
1683,NJ,West Milford Township,Passaic County,LMI,Limited Manufacturing and Industrial,,1
1685,NJ,Mahwah Township,Bergen County,LOD,Limited Office District,,1
1686,NJ,Cherry Hill,Camden County,O1,Limited Office Zone,,1
1687,NJ,Netcong Borough,Morris County,LOR,Limited Office/Research,,1
1688,NJ,Bridgewater township,Somerset County,C-6,Limited Service Commercial,,1
1689,NJ,Randolph Township,Morris County,LVC,Limited Village Commercial,,1
1690,NJ,South River borough,Middlesex County,LSNOD,Lincoln School Neighborhood Overlay District,,1
1691,NJ,Linden,Union County,SA-R,Linden station area - south wood avenue redevelopment distr,,1
1694,NJ,Bridgewater township,Somerset County,M-1B,Lmited Manufacturing (small lot),,1
1697,NJ,Lebanon Township,Hunterdon County,C-LB,Local Business,,1
1701,NJ,Parsippany-Troy Hills Township,Morris County,B-3A,Local Business-A,,1
1702,NJ,White Township,Warren County,LDI,Low Density Industrial District,,1
1746,NJ,Washington,Gloucester County,MFH,Manufactured Home,,1
1748,NJ,Bethlehem Township,Hunterdon County,MFG,Manufacturing,,1
1749,NJ,Bridgewater township,Somerset County,M-1A,Manufacturing,,1
1752,NJ,Bridgewater township,Somerset County,M1-C,Manufacturing Zone,,1
1755,NJ,Island Heights township*,Ocean County,Marina District,Marina District,,1
1759,NJ,Middlesex County,Sayreville borough,MW,Marine Waterfront,,1
1760,NJ,Middlesex County,Sayreville borough,MW (PUD),Marine Waterfront Planned Unit Development,,1
1762,NJ,Vernon Township,Sussex County,MVCR,Mcafee Village Commercial Resort,,1
1768,NJ,Camden,Camden County,MS,Medical Support,,1
1770,NJ,Wanaque Borough,Passaic County,M-H,Medical/Health Services,,1
1775,NJ,Wharton Borough,Morris County,RM-75,Medium Density One-and-Two Family,,1
1817,NJ,Linden,Union County,M-R,Merck Redevelopment,,1
1818,NJ,Ocean City,Cape May County,MPN,Merion Park R-1 Neighborhood Zone,,1
1823,NJ,Fanwood,Union County,MAH,midway affordable housing zone,,1
1824,NJ,Hillsborough,Somerset County,MVH,Millstone Valley Historic District,,1
1825,NJ,Hardyston Township,Sussex County,MIDD-10,Minimum Impact Development District 10,,1
1826,NJ,Hardyston Township,Sussex County,MIDD-3,Minimum Impact Development District 3,,1
1827,NJ,Hardyston Township,Sussex County,MIDD-5,Minimum Impact Development District 5,,1
1886,NJ,Mahwah Township,Bergen County,RM-6,Mobile Home Park,,1
1894,NJ,Marlboro township,Monmouth,MHD-II,Mobile Home Park District,,1
1897,NJ,Howell,Monmouth County,ML7 (Townhouses),Moderate- and Low-Income Housing,,1
1898,NJ,Howell,Monmouth County,ML7 (Multifamily units),Moderate- and Low-Income Housing,,1
1899,NJ,Howell,Monmouth County,ML7 (Detached single-family),Moderate- and Low-Income Housing,,1
1900,NJ,Freehold Township,Monmouth County,ML-7 (Townhouses),Moderate- and Low-Income Housing Zone,,1
1901,NJ,Freehold Township,Monmouth County,ML-7 (Senior Apartment),Moderate- and Low-Income Housing Zone,,1
1902,NJ,Freehold Township,Monmouth County,ML-7 (multifamily),Moderate- and Low-Income Housing Zone,,1
1903,NJ,Freehold Township,Monmouth County,ML-8 (Townhouses),Moderate- and Low-Income Housing Zone,,1
1904,NJ,Freehold Township,Monmouth County,ML-8 (Senior Apartment),Moderate- and Low-Income Housing Zone,,1
1905,NJ,Freehold Township,Monmouth County,ML-8 (multifamily),Moderate- and Low-Income Housing Zone,,1
1906,NJ,Freehold Township,Monmouth County,ML-12 (Single-family),Moderate- and Low-Income Housing Zone,,1
1907,NJ,Freehold Township,Monmouth County,ML-12 (Two-family),Moderate- and Low-Income Housing Zone,,1
1908,NJ,Howell,Monmouth County,ML-12 (Single-family detached),Moderate- and Low-Income Housing Zone 12,,1
1909,NJ,Howell,Monmouth County,ML-12 (Townhouse),Moderate- and Low-Income Housing Zone 12,,1
1910,NJ,Howell,Monmouth County,ML-12 (Multifamily dwellings),Moderate- and Low-Income Housing Zone 12,,1
1911,NJ,Howell,Monmouth County,ML-13,Moderate- and Low-Income Housing Zone 13,,1
1912,NJ,Howell,Monmouth County,ML-14 (North - Single-family),Moderate- and Low-Income Housing Zone 14,,1
1913,NJ,Howell,Monmouth County,ML-14 (North - Townhouse),Moderate- and Low-Income Housing Zone 14,,1
1914,NJ,Howell,Monmouth County,ML-14 (North - Multifamily),Moderate- and Low-Income Housing Zone 14,,1
1915,NJ,Howell,Monmouth County,ML-14 (South - Single-family),Moderate- and Low-Income Housing Zone 14,,1
1916,NJ,Howell,Monmouth County,ML-14 (South - Townhouse),Moderate- and Low-Income Housing Zone 14,,1
1917,NJ,Howell,Monmouth County,ML-14 (South - Multifamily),Moderate- and Low-Income Housing Zone 14,,1
1918,NJ,Howell,Monmouth County,ML8 (Single-family residences),Moderate- and Low-Income Housing Zone 8,,1
1919,NJ,Howell,Monmouth County,ML8 (Multifamily affordable hosuing),Moderate- and Low-Income Housing Zone 8,,1
1920,NJ,Freehold Township,Monmouth County,ML-3 (Single-family),Moderate- and Low-Income Housing Zone-3 DU/Acre,,1
1921,NJ,Freehold Township,Monmouth County,ML-3 (Two-family),Moderate- and Low-Income Housing Zone-3 DU/Acre,,1
1928,NJ,Hope Township,Warren County,MHH,Mount Hermon Hamlet,,1
1929,NJ,Andover,Sussex County,ML,Mount Laurel ,,1
1930,NJ,Freehold Township,Monmouth County,"MLC-6 (Townhouses, garden apartments, flats)",Mount Laurel Contribution Zone,,1
1931,NJ,Freehold Township,Monmouth County,MLC-6 (single-family detached court dwellings),Mount Laurel Contribution Zone,,1
1932,NJ,Vernon Township,Sussex County,MTC,Mountain Conservation,,1
1933,NJ,Hillsborough,Somerset County,MZ,Mountain Conservation District,,1
1940,NJ,Wanaque Borough,Passaic County,MRA,MRA,,1
1941,NJ,Bernards Township,Somerset County,PUD-5,Mt. Laurel Option,,1
2073,NJ,Greenwich Township,Warren County,MG,Municipal Government Zone,,1
2074,NJ,Asbury Park City,Monmouth,P2,Municipal Property,,1
2077,NJ,Atlantic City,Atlantic County,NFC,natural floodplains conservation district,,1
2078,NJ,Branchburg township,Somerset County,NBH,NBH - North Branch Hamlet,,1
2079,NJ,Ocean City,Cape May County,Neel,Neel R-1 Neighborhood Zone,,1
2088,NJ,Ringwood Borough,Passaic County,NB-15,Neighborhood Business,,1
2110,NJ,Union City,Hudson County,C-N,Neighborhood Commercial,,1
2130,NJ,White Township,Warren County,N-C,Neighborhood Commercial District,,1
2137,NJ,Far Hills Borough,Somerset County,NO,Neighborhood Office,,1
2142,NJ,Plainfield,Union County,R-NH,netherwood heights historic district,,1
2144,NJ,Manalapan township,Monmouth,CD-FS,NJSH 33 Corridor Development - Four Seasons Consent District ,,1
2146,NJ,Manalapan township,Monmouth,CD-KH,NJSH 33 Corridor Development - Knob Hill Consent District ,,1
2147,NJ,Manalapan township,Monmouth,CD-M,NJSH 33 Corridor Development - Meadows Consent District,,1
2149,NJ,Manalapan township,Monmouth,SED-20,NJSH 33 Corridor Development - Special Economic Development ,,1
2161,NJ,Plainfield,Union County,NAHD,north avenue historic district,,1
2162,NJ,Ocean City,Cape May County,NEN,North End R-1 Neighborhood Zone,,1
2164,NJ,Lakewood Township,Ocean,OSCN 1,Oak Street Core Neighborhood Overlay Zone-1,,1
2165,NJ,Lakewood Township,Ocean,OSCN 2,Oak Street Core Neighborhood Overlay Zone-2,,1
2166,NJ,Ocean City,Cape May County,OCH,Ocean City Homes R-1 Neighborhood Zone,,1
2167,NJ,Long Branch city,Monmouth,S-2,Oceanfront,,1
2168,NJ,Long Branch city,Monmouth,Oceanfront-Broadway Redevelopment Zone,Oceanfront-Broadway Redevelopment Zone,,1
2177,NJ,Fair Lawn,Bergen County,OBS-1,office and business service,,1
2178,NJ,Oxford Township,Warren County,O-LI,Office and Light Industrial,,1
2183,NJ,Morris Township,Morris County,OL-15,Office and Research Laboratory,,1
2184,NJ,Morris Township,Morris County,OL-40,Office and Research Laboratory,,1
2185,NJ,Morris Township,Morris County,OL-5,Office and Research Laboratory,,1
2186,NJ,Morris Township,Morris County,OL-40/PUD,Office and Research Laboratory/Planned Unit Development,,1
2191,NJ,Sparta,Sussex County,C-2H,"Office and Service Zone /Historic - 20,000 sqft historic zone",,1
2199,NJ,Montville Township,Morris County,OB-2A,Office Building,,1
2201,NJ,Montville Township,Morris County,OB-5,Office Building,,1
2208,NJ,Montville Township,Morris County,OB-1A,Office Building - Adult Community Housing,,1
2209,NJ,Hanover Township,Morris County,OB-DS,Office Building - Designed Shopping Center,,1
2213,NJ,Hanover Township,Morris County,OB-RL3,Office Building and Research Laboratory,,1
2224,NJ,Elizabeth,Union County,OC-1,office commercial-1 zone,,1
2225,NJ,Elizabeth,Union County,OC-2,office commercial-2 zone,,1
2227,NJ,Middlesex County,Old Bridge township,OG1,Office General,,1
2228,NJ,Middlesex County,Old Bridge township,OG2,Office General,,1
2229,NJ,Middlesex County,Old Bridge township,OG3,Office General,,1
2230,NJ,Middlesex County,Old Bridge township,OG5,Office General,,1
2231,NJ,Mine Hill Township,Morris County,O/I,Office Industrial,,1
2233,NJ,Camden,Camden County,OLI,Office Light Industrial,,1
2235,NJ,Mahwah Township,Bergen County,OP-200,Office Park,,1
2241,NJ,Franklin Township,Somerset County,O-P (Interior),Office Professional,,1
2244,NJ,Greenwich Township,Warren County,OP/LR,Office Professional/Limited Research,,1
2245,NJ,Roxbury Township,Morris County,OR-5,Office Research,,1
2252,NJ,Township of Warren,Somerset County,ORH,office research hotel,,1
2253,NJ,Peapack-Gladstone Borough,Somerset County,ORL,Office Research Laboratory,,1
2254,NJ,Mahwah Township,Bergen County,ORP-200,Office Research Park,,1
2256,NJ,Pohatcong Township,Warren County,"OR, B-3",Office Research/Business Option,,1
2259,NJ,Washington Township,Morris County,OR/I,Office Research/Industrial,,1
2261,NJ,Bedminster Township,Somerset County,OR-V,Office Research-Village,,1
2267,NJ,Parsippany-Troy Hills Township,Morris County,O-T,Office Transitional,,1
2269,NJ,Marlboro township,Monmouth,OPT-1,Office Transitional District,,1
2270,NJ,Marlboro township,Monmouth,OPT-2,Office Transitional District,,1
2271,NJ,Marlboro township,Monmouth,OPT-3,Office Transitional District,,1
2272,NJ,Mountain Lakes Borough,Morris County,OL-2,"Office, Light Industrial",,1
2273,NJ,Linden,Union County,OPT,"office, professional, transitional",,1
2274,NJ,Bridgewater township,Somerset County,OR/D,"Office, Research and Development",,1
2276,NJ,Mountain Lakes Borough,Morris County,OL-1,Office. Light Industrial,,1
2277,NJ,Wharton Borough,Morris County,OAL,Office/Assisted Living,,1
2278,NJ,Middlesex County,Sayreville borough,SED-2,Office/Business Use,,1
2279,NJ,Middlesex County,South Brunswick township,OC,Office/corporate,,1
2283,NJ,Bayonne city,Hudson County,ORS,Office/Retail Service,,1
2286,NJ,Newton,Sussex County,SD-5,Office-Manufacturing District ,,1
2293,NJ,Jersey City,Hudson County,R-1F,One and Two Family Housing ,,1
2323,NJ,Ringwood Borough,Passaic County,RT-40,One-Family and Two-Family,,1
2344,NJ,Middlesex County,Sayreville borough,OS-C,Open Space - Conservation,,1
2345,NJ,Morris Township,Morris County,OS-GU,Open Space - Government Use,,1
2346,NJ,Middlesex County,Sayreville borough,OS-R,Open Space - Recreation,,1
2347,NJ,Lakewood Township,Ocean,OSP,Open Space and Preservation (OSP),,1
2349,NJ,Florham Park borough,Morris County,OSM,Open Space Municipal Zone,,1
2353,NJ,Rahway,Union County,O ,Open space zone,,1
2363,NJ,Union City,Hudson County,PPOD,Palisades Preservation Overlay,,1
2364,NJ,Dover Town,Morris County,P-1 RA,Parcel P-1 Redevelopment,,1
2368,NJ,South River borough,Middlesex County,EI,"Park, Open Space, Recreation and Conservation District",,1
2369,NJ,Bogota,Bergen County,P ,parkland,,1
2371,NJ,Asbury Park City,Monmouth,P1,Parks,,1
